business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ADITYA DENTAL CARE||,Dental Clinic,Dental clinic,Dental clinic,425426,Maharashtra Circle,Aurangabad Region,Dhule Division,"Visarwadi S.O, Bandharpada B.O, Bharadu B.O",+91 94056 13896,N/A,5,58,"Bhujbal Farm Rd, Shanti Nagar, Lekha Nagar, Nashik, Maharashtra 422009","Shanti Nagar, Lekha Nagar",19.9768722,73.77551969999999,ChIJgSXsEBDr3TsRN23rg1f-_c8,https://www.google.com/maps/place/?q=place_id:ChIJgSXsEBDr3TsRN23rg1f-_c8,part_140,2026-09-22 06:20:43
