business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Shilsons Agencies,Cement and Sand Supplier,Cement Supplier,"Cement Supplier, Building materials market, Building materials supplier, Concrete product supplier, Construction Material Wholesaler, Iron & Steel Store, Ready mix concrete supplier, Roofing contractor, Roofing supply store, Wholesaler",425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 98222 68115,https://shilsonsagencies.com/,4.1,17.0,"Shop No.7 & 8, Kossambe Building, behind Hotel La Paz Building, Vasco, Vaddem, Vasco Da Gama, Goa 403802","Vasco, Vaddem",15.398294499999999,73.81434589999999,ChIJu2bURLzHvzsRWc6AXkHjBp0,https://www.google.com/maps/place/?q=place_id:ChIJu2bURLzHvzsRWc6AXkHjBp0,part_140,2026-09-22 06:21:56
Goa M-Sand,Cement and Sand Supplier,Corporate office,Corporate office,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 80105 23336,http://www.goamsand.com/,4.5,6.0,"PWCQ+5V9, S Kumar Road, Ibrampur, Alorna, Goa 403503",425428,15.7204184,73.9397252,ChIJQbquIO6RvzsR07-IBNsdUtA,https://www.google.com/maps/place/?q=place_id:ChIJQbquIO6RvzsR07-IBNsdUtA,part_140,2026-09-22 06:21:56
Tendulkar Cements,Cement and Sand Supplier,Construction Material Wholesaler,Construction Material Wholesaler,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",N/A,https://www.justdial.com/jdmart/Goa/Tendulkar-Cements-Opposite-Goa-State-Co-Operative-Bank-Ponda/0832PX832-X832-1226554227N9K2N6-DC_BZDET/catalogue,4.6,8.0,"UG1, Pai House, opposite Goa State Co-operative Bank Sadar, Sadar, Khadpabandh, Ponda, Goa 403401","Sadar, Khadpabandh",15.398641,74.0028334,ChIJ0bVnNrm6vzsRg21W6_tN9Ig,https://www.google.com/maps/place/?q=place_id:ChIJ0bVnNrm6vzsRg21W6_tN9Ig,part_140,2026-09-22 06:21:56
V1 Blocks,Cement and Sand Supplier,Building materials store,Building materials store,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 80075 68100,N/A,3.9,18.0,"Cemetary Rd, Saligao, Goa 403511",425428,15.541557,73.7859302,ChIJt97sKtfBvzsRlx82sKJ3kyw,https://www.google.com/maps/place/?q=place_id:ChIJt97sKtfBvzsRlx82sKJ3kyw,part_140,2026-09-22 06:21:56
JAY SATVIK STEEL,Cement and Sand Supplier,Building materials supplier,Building materials supplier,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 93598 74617,N/A,5.0,1.0,"Titan, opp. Bharat Petrol Pump, Pirna Gate, Verna, Cortalim, Goa 403710",Pirna Gate,15.3782616,73.9251171,ChIJn1I-vLu5vzsRUeUECOE-LaM,https://www.google.com/maps/place/?q=place_id:ChIJn1I-vLu5vzsRUeUECOE-LaM,part_140,2026-09-22 06:21:56
Smart Build India,Cement and Sand Supplier,Construction Material Wholesaler,Construction Material Wholesaler,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 74987 70592,https://www.smartbuildindia.com/,5.0,2.0,"office No.202, 2nd floor, Commerce centre, opp. SBI Agri Branch, Mapusa, Goa 403507",425428,15.5914326,73.81248889999999,ChIJrW8mKC7rvzsR2VcrmN-J6bY,https://www.google.com/maps/place/?q=place_id:ChIJrW8mKC7rvzsR2VcrmN-J6bY,part_140,2026-09-22 06:21:56
Hindustan Sales Syndicate,Cement and Sand Supplier,Iron & Steel Store,"Iron & Steel Store, Building materials store",425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 77209 97700,http://hindustangroupgoa.com/,4.3,367.0,"Mushirwado, National Highway 17, opp. Colvale Central Jail, Colvale Bardez Goa, Mapusa, Colvale, Goa 403526",Colvale Bardez Goa,15.6203621,73.8226694,ChIJ9eXh6EDrvzsRUm8KADoOMMA,https://www.google.com/maps/place/?q=place_id:ChIJ9eXh6EDrvzsRUm8KADoOMMA,part_140,2026-09-22 06:21:56
Alcon ACC Cement Factory & Testing,Cement and Sand Supplier,Cement Supplier,Cement Supplier,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",N/A,N/A,4.3,8.0,"7268+6JX, Sao Jose De Areal, Goa 403709",425428,15.260615099999999,74.01661229999999,ChIJi8UNf9qzvzsROLaH6r5jZ6U,https://www.google.com/maps/place/?q=place_id:ChIJi8UNf9qzvzsROLaH6r5jZ6U,part_140,2026-09-22 06:21:56
Jai Ganesh CANACONA STEEL,Cement and Sand Supplier,Construction equipment supplier,Construction equipment supplier,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 92843 74503,N/A,5.0,10.0,"Panvel - Kochi - Kanyakumari Hwy, Nagorcem, Canacona, Goa 403702",Nagorcem,15.009531099999998,74.0404202,ChIJY_d0q3tbvjsRVqsipf_I8VU,https://www.google.com/maps/place/?q=place_id:ChIJY_d0q3tbvjsRVqsipf_I8VU,part_140,2026-09-22 06:21:56
AR MINE'S INDUSTRIES,Cement and Sand Supplier,Corporate office,Corporate office,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 83088 10947,https://www.arminesind.com/,3.2,14.0,"21-23, IE, Kakoda, Vodlemol Cacora, Kudchaden, Goa 403706","IE, Kakoda",15.2426678,74.12535369999999,ChIJV9Sr1GKrvzsRP8Y6hHH_EKI,https://www.google.com/maps/place/?q=place_id:ChIJV9Sr1GKrvzsRP8Y6hHH_EKI,part_140,2026-09-22 06:21:56
Rank Silicon And Industries Pvt. Ltd.,Cement and Sand Supplier,Sand & gravel supplier,Sand & gravel supplier,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 40 2306 3356,https://ranksilicon.com/,4.3,74.0,"SURVEY NO. 172, CO-OPERATIVE HOUSING SOCIETY, PLOT NO. 73/II, PHASE-II, opp. K.P.H, B. COLONY, Kukatpally, Hyderabad, Telangana 500072","B. COLONY, Kukatpally",17.497671,78.3988871,ChIJ____v3uRyzsR0FS1UCHujBk,https://www.google.com/maps/place/?q=place_id:ChIJ____v3uRyzsR0FS1UCHujBk,part_140,2026-09-22 06:21:57
Gadekar Traders,Cement and Sand Supplier,Cement Supplier,"Cement Supplier, Bathroom supply store, Construction Material Wholesaler, Hardware store, Pipes Wholesaler, Pump supplier, Rainwater tank supplier, Waterproofing service",425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 75884 41380,N/A,4.8,,"St.Francis vaddo, Colvale, Bardez, Goa 403513",425428,15.6465141,73.83180899999999,ChIJ40eQuOTtvzsRJybWhPzFPqE,https://www.google.com/maps/place/?q=place_id:ChIJ40eQuOTtvzsRJybWhPzFPqE,part_140,2026-09-22 06:21:58
Neelkanth Agencies,Cement and Sand Supplier,Cement Supplier,Cement Supplier,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 96650 44350,https://www.neelkanthagencies.com/,5.0,,"4th floor, padmavati towers, 18th June Rd, opposite Sher e punjab, Altinho, Panaji, Goa 403001",Altinho,15.497907199999998,73.8261498,ChIJFXniYgy4vzsRgBVWU4I2VEw,https://www.google.com/maps/place/?q=place_id:ChIJFXniYgy4vzsRgBVWU4I2VEw,part_140,2026-09-22 06:21:58
SBS Enterprises,Cement and Sand Supplier,Hardware store,Hardware store,425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 832 231 2498,N/A,3.7,,"1, Shaikh Building, Ponda – Durbhat Rd, Near Canara Bank, Kazi Waza, Ponda, Goa 403401",Kazi Waza,15.4017241,74.0057779,ChIJ0bVnNrm6vzsRjiwFHr7i3LI,https://www.google.com/maps/place/?q=place_id:ChIJ0bVnNrm6vzsRjiwFHr7i3LI,part_140,2026-09-22 06:21:58
Devaki Steels,Cement and Sand Supplier,Iron & Steel Store,"Iron & Steel Store, Hardware store",425428,Maharashtra Circle,Aurangabad Region,Dhule Division,"Boradi S.O, Kodid B.O, Malkatar B.O",+91 80105 21066,https://devakisteels.com/,4.4,,"Mandop Road, rawanfond circle, Aquem Baixo, Navelim, Goa 403707",425428,15.2610543,73.98007679999999,ChIJ8_19lbSzvzsRQjDLGapFT1s,https://www.google.com/maps/place/?q=place_id:ChIJ8_19lbSzvzsRQjDLGapFT1s,part_140,2026-09-22 06:21:58
