business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Arhat Clinic अर्हत क्लिनिक,Healthcare Clinic Chains,Hospital,"Hospital, Ayurvedic clinic, Surgical center",425402,Maharashtra circle,Aurangabad Region,Jalgaon Division,"Bohare B.O, Dangri B.O, Kalamsare B.O",+91 97305 67928,N/A,5,,"Arhat Clinic, N7;G3/77; near water tank , jalgaon road, chh. Sambhajinagar Jalgaon road, Chh, above dipak Mart, Chhatrapati Sambhajinagar, Maharashtra 431008","Ayodhya Nagar, N 7, Cidco",19.8954293,75.3641906,ChIJB8Q-BEqj2zsR3Y9rQO_0A84,https://www.google.com/maps/place/?q=place_id:ChIJB8Q-BEqj2zsR3Y9rQO_0A84,part_140,2026-09-22 06:07:39
