business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Harneshwar Multispeciality Hospital | ICU | Diabetes | General, Ortho, ENT & Uro-Surgery | Pediatric | Dialysis",Healthcare Clinic Chains,General hospital,General hospital,415716,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Palgad S.O, Jamage B.O, Mugij B.O",+91 77220 26440,https://www.harneshwarhospital.com/,4.8,,"50, 51, Harneshwar Society, Talegaon - Chakan Hwy, Talegaon Dabhade R, Maharashtra 410507",415716,18.7332993,73.6648639,ChIJoZ-tkPqxwjsRxVcT1JNRUdk,https://www.google.com/maps/place/?q=place_id:ChIJoZ-tkPqxwjsRxVcT1JNRUdk,part_132,2026-09-22 06:02:15
