business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
श्री दत्त भुवन भोजनालय ( झुणका भाकरी; जेवण ),North Indian Restaurant,Gujarati restaurant,"Gujarati restaurant, Indian restaurant",416108,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Takali S.O, Khidrapur B.O, Rajapurwadi B.O",+91 90114 99991,N/A,4.3,13,"Maine parking, Nrusinhawadi, Maharashtra 416104",416108,16.6929212,74.60005579999999,ChIJyc-FruTfwDsRlsRSAIIFoFo,https://www.google.com/maps/place/?q=place_id:ChIJyc-FruTfwDsRlsRSAIIFoFo,part_132,2026-09-22 06:26:21
