business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Affinity Sales & Service-Chemical Process/Centrifugal Pump Exporter Pune|Mumbai|Goa|India| Philippines|Nigeria|NepalDubai|UAE,Chemical Wholesalers,Pump supplier,Pump supplier,416114,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Kodoli S.O, Arale B.O, Kakhe B.O",+91 93591 74952,https://www.affinitypump.in/,,,"Sawarde Tarf Satave Tal, Dist, Panhala, Kolhapur, Maharashtra 416114",416114,16.9036477,74.1236186,ChIJzSbAgoulwTsRgaskBoprEZ0,https://www.google.com/maps/place/?q=place_id:ChIJzSbAgoulwTsRgaskBoprEZ0,part_132,2026-09-22 06:30:20
