business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
BEANS CASTLE | Best cafe | coffee shop | burgers | pizza | sandwich | shakes |,Cafe and Coffee Shop,Cafe,Cafe,416106,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Kurundwad S.O, Akiwat B.O, Bastwad B.O",+91 90210 08731,https://www.instagram.com/beans_castle1?igsh=MWRuOXB6NGV4cGN0YQ==,4.8,,"near Sundar Bag, opp. to Cyber net cafe, Kagwade Mala, Ichalkaranji, Maharashtra 416115",Kagwade Mala,16.6825087,74.467895,ChIJ2WrVh5XjwDsRN5uQDdGUFug,https://www.google.com/maps/place/?q=place_id:ChIJ2WrVh5XjwDsRN5uQDdGUFug,part_132,2026-09-22 06:25:11
