business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Manthan Stationers | मंथन स्टेशनर्स |,Bookstore and Stationery Shop,Stationery store,"Stationery store, Art supply store, Office supply store, School supply store",416006,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,Kasba Bavada S.O,+91 72183 77007,N/A,4.8,,"Korgaonkar Colony, Main Rd, Rahmat Nagar, Shiroli, Kolhapur, Maharashtra 416122",Rahmat Nagar,16.7413197,74.2754941,ChIJTxA3SowBwTsRzkxp-rUi2HU,https://www.google.com/maps/place/?q=place_id:ChIJTxA3SowBwTsRzkxp-rUi2HU,part_132,2026-09-22 06:17:38
Vinayak Stationers | विनायक स्टेशनर्स |,Bookstore and Stationery Shop,Stationery store,Stationery store,416006,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,Kasba Bavada S.O,+91 96374 39772,N/A,4.8,,"near Grampanchayat, Shiroli, Kolhapur, Maharashtra 416122",416006,16.734324,74.2776921,ChIJSWWClFgBwTsRRcSjoqqSZqg,https://www.google.com/maps/place/?q=place_id:ChIJSWWClFgBwTsRRcSjoqqSZqg,part_132,2026-09-22 06:17:38
