business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Mahatme Nursing Home | Dr. Mithun Mahatme | Best Gynecologist in Goa,Nursing Home and Maternity Hospital,Doctor,Doctor,416531,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,"Kalmist S.O, Madkhol B.O, Karivade B.O",+91 832 236 2659,https://mahatmenursinghome.clinic.icareheal.com/,4.9,,"Sankalp Gardens, SH 1, Vashi, Bicholim, Goa 403504",Vashi,15.607332999999999,73.931057,ChIJI9XXkyuUvzsRVdl1eWM3OIo,https://www.google.com/maps/place/?q=place_id:ChIJI9XXkyuUvzsRVdl1eWM3OIo,part_135,2026-09-22 06:05:32
