business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr Rajesh Jha,Pediatrician and Child Clinic,Pediatrician,"Pediatrician, Physician referral service",416610,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,"Shirgaon S.O, Asalda B.O, Hadpid B.O",+91 95409 55043,N/A,4.9,100,"Shop 101;first floor, City Plaza, Gaur City 1, Sector 4, Greater Noida, Ghaziabad, Uttar Pradesh 201016","Gaur City 1, Sector 4",28.6150514,77.4275591,ChIJbcF3gu7vDDkR9m0rX1L6E8I,https://www.google.com/maps/place/?q=place_id:ChIJbcF3gu7vDDkR9m0rX1L6E8I,part_135,2026-09-22 06:13:38
