business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Sai Collection,Mens Wear Showroom,Clothing store,Clothing store,416611,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,"Talebazar S.O, Are B.O, Gadhitamhane B.O",+91 63767 92859,"https://www.google.com/search?client=ms-android-oppo-rev1&cds=0&hl=en-US&v=12.2.12.23.arm64&output=search&q=Sai+Collection&ludocid=6735395667252149855&ibp=gwp;0,7&lsig=AB86z5XuadTbZGWIzgc6EVszrr97&kgs=d364d74c50917bb8&shndl=-1&source=sh/x/kp/local&entrypoint=sh/x/kp/local",5,,"Gurukrupa complex, bazaar path, Talebazar, Maharashtra 416611",416611,16.391499,73.4926921,ChIJB6jTeAknwDsRX_5EeKzueF0,https://www.google.com/maps/place/?q=place_id:ChIJB6jTeAknwDsRX_5EeKzueF0,part_135,2026-09-22 06:14:09
