business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
NILKAMAL FASTENERS HEX BOLT|HEX NUT|Anchor Fastener|MS Nut Bolt Manufacturer India,Industrial Hardware and Fasteners,Manufacturer,Manufacturer,416604,Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,"Katta S.O, Chafekhol B.O, Golvan B.O",+91 77749 05893,https://www.nilkamalfasteners.com/,4.4,,"Survey No 36/1/1, Wadgaon Khurd, Sinhgad road,Near Green Field Hotel, Pune, Pune, Maharashtra 411068","Vadgaon Khurd, Nanded Fata, Pandurang Industrial Area, Nanded",18.4585658,73.8032715,ChIJDzB5BHOVwjsRjzfGLWNMu3c,https://www.google.com/maps/place/?q=place_id:ChIJDzB5BHOVwjsRjzfGLWNMu3c,part_135,2026-09-22 06:11:08
