business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Nanded CNG Fitment | Best CNG Fitting in Nanded | Govt Approved CNG fitting in Nanded | Cng HydroTesting,CNG Kit Fitment Center,CNG Fitment Center,CNG Fitment Center,415709,Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,"Khed (RTG) S.O, Alsure B.O, Ambaye B.O",+91 99701 19991,N/A,4,2,"Shop no 4, Bhagat Singh Rd, behind Jugna finance, Baba Deep Singhji Nagar, Hyder Bagh, Bafna, Harsh Nagar, Nanded, Maharashtra 431601","Baba Deep Singhji Nagar, Hyder Bagh, Bafna, Harsh Nagar",19.1567252,77.319701,ChIJf58GdljX0TsR84k0tQWiUTI,https://www.google.com/maps/place/?q=place_id:ChIJf58GdljX0TsR84k0tQWiUTI,part_131,2026-09-22 07:01:00
