business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
SHARADA MULTISPECIALITY HOSPITAL,Healthcare Clinic Chains,Hospital,Hospital,416311,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Savlaj S.O, Anjani B.O, Banur B.O",+91 72495 94703,N/A,4.6,25.0,"Bharat Sutgirani Chowk, Kupwad MIDC Rd, Sangli, Sangli Miraj Kupwad, Maharashtra 416416",Sangli,16.8646952,74.6081818,ChIJUf5ENJYiwTsRWp-K49DZKZo,https://www.google.com/maps/place/?q=place_id:ChIJUf5ENJYiwTsRWp-K49DZKZo,part_134,2026-09-22 06:00:32,2495
Areen Multispeciality Hospital,Healthcare Clinic Chains,Hospital department,Hospital department,416311,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Savlaj S.O, Anjani B.O, Banur B.O",+91 88306 88642,N/A,4.5,101.0,"RJJR+JJ5, Miraj, Shivaji Nagar, Sangli Miraj Kupwad, Maharashtra 416410","Miraj, Shivaji Nagar",16.8315625,74.64156249999999,ChIJ-yvfjbgjwTsRIzieOASXu08,https://www.google.com/maps/place/?q=place_id:ChIJ-yvfjbgjwTsRIzieOASXu08,part_134,2026-09-22 06:00:32,2496
Dr. Vadgave Mother and Child Care,Healthcare Clinic Chains,Hospital,Hospital,416311,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Savlaj S.O, Anjani B.O, Banur B.O",+91 233 222 8892,N/A,5.0,22.0,"opp. Patwardhan hall, behind Hotel Hira, Vijay Colony, Shivaji Nagar, Sangli Miraj Kupwad, Maharashtra 416410","Vijay Colony, Shivaji Nagar",16.8225856,74.64282829999999,ChIJ07RsLfAjwTsRL2jKXK7Tv68,https://www.google.com/maps/place/?q=place_id:ChIJ07RsLfAjwTsRL2jKXK7Tv68,part_134,2026-09-22 06:00:32,2497
Khot Hospital,Healthcare Clinic Chains,Hospital,Hospital,416311,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Savlaj S.O, Anjani B.O, Banur B.O",+91 80104 47138,N/A,5.0,4.0,"RHXW+GQ9, near water tank, behind Shri Ganesh Nashta Center, Sangli, Vishrambag, Maharashtra 416415","Sangli, Vishrambag",16.8487907,74.5969727,ChIJrRaI6DMjwTsR_u438CzWCbc,https://www.google.com/maps/place/?q=place_id:ChIJrRaI6DMjwTsR_u438CzWCbc,part_134,2026-09-22 06:00:32,2498
Walvekar Hospital,Healthcare Clinic Chains,Hospital,Hospital,416311,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Savlaj S.O, Anjani B.O, Banur B.O",+91 233 237 4224,N/A,3.3,63.0,"garpir dargah, VH2C+9HM shiva shankar chowk, 6th Ln, Sangli, Maharashtra 416416","Sangli, Patrakar Nagar",16.8499118,74.57362959999999,ChIJO4lzRmYYwTsR9Oq40eK6mjc,https://www.google.com/maps/place/?q=place_id:ChIJO4lzRmYYwTsR9Oq40eK6mjc,part_134,2026-09-22 06:00:34,2499
Bhaban Hospital,Healthcare Clinic Chains,Hospital,Hospital,416313,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Walwa S.O, Junekhed B.O, Nagthane B.O",N/A,N/A,3.9,22.0,"100 Feet Rd, Sangli, Shanthisagar Colony, Sangli Miraj Kupwad, Maharashtra 416416","Sangli, Shanthisagar Colony",16.8455954,74.5844462,ChIJ_a8LFIMZwTsRcCMlKJic4GE,https://www.google.com/maps/place/?q=place_id:ChIJ_a8LFIMZwTsRcCMlKJic4GE,part_134,2026-09-22 06:02:14,10363
HEALTH CARE CLINIC,Healthcare Clinic Chains,Medical clinic,Medical clinic,416313,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Walwa S.O, Junekhed B.O, Nagthane B.O",N/A,N/A,5.0,,"Urse, Maharashtra 410506",416313,18.704381299999998,73.639769,ChIJgSiITzCuwjsRIpQ4UAVkhSY,https://www.google.com/maps/place/?q=place_id:ChIJgSiITzCuwjsRIpQ4UAVkhSY,part_134,2026-09-22 06:02:16,10364
Aadhar Health Care Clinic,Healthcare Clinic Chains,Hospital,Hospital,416314,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Visapur S.O (Sangli), Hatnoli B.O, Hatnur B.O",+91 85474 14478,N/A,,,"Lengre Rd, Yashwant Nagar, Vita, Maharashtra 415311",Yashwant Nagar,17.279771,74.54493959999999,ChIJpcjijDFnwTsR4axANxSE1Es,https://www.google.com/maps/place/?q=place_id:ChIJpcjijDFnwTsR4axANxSE1Es,part_134,2026-09-22 06:03:04,12220
DR. YOGITA'S HEALTH CARE CLINIC,Healthcare Clinic Chains,Medical clinic,"Medical clinic, Doctor",416314,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Visapur S.O (Sangli), Hatnoli B.O, Hatnur B.O",+91 88306 60850,N/A,5.0,,"Samarth Residency , Opp To Genius Marathi School, Kawade Wasti, Khandve Nagar Wagholi, Pune-412207, Pune, Maharashtra 411047",Wagholi,18.5792382,73.9577615,ChIJ8Sp9BZ3BwjsReyu_CEZPpPE,https://www.google.com/maps/place/?q=place_id:ChIJ8Sp9BZ3BwjsReyu_CEZPpPE,part_134,2026-09-22 06:03:06,12221
Devchandra Medical Agencies,Healthcare Clinic Chains,Surgical Products Wholesaler,Surgical Products Wholesaler,416314,Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,"Visapur S.O (Sangli), Hatnoli B.O, Hatnur B.O",N/A,N/A,5.0,1.0,"C.S.No.100063/B, Ground Floor, Anand bunglow, Dhamani Rd, near Uday Colony, Neminathnagar, Vishrambag, Maharashtra 416415","Neminathnagar, Vishrambag",16.8492574,74.5891085,ChIJ7djm9HgYwTsRKAiRXCFHQmM,https://www.google.com/maps/place/?q=place_id:ChIJ7djm9HgYwTsRKAiRXCFHQmM,part_134,2026-09-22 06:03:07,12222
