business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Rajlaxmi Industries D-74/5,PG,Machine shop,"Machine shop, Auto care products store, Machine workshop, Metal workshop, Storage facility, Warehouse",416203,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Hupari S.O, Randivewadi B.O, Rendal B.O",+91 90966 46055,https://www.linkedin.com/company/88050355/admin?lipi=urn:li:page:d_flagship3_company_admin;CTL+WfdRQ32nm4avqVUmFQ==,1,,"D-74/5, behind Mantri Metallics, Kagal 5 Star MIDC Industrial Area, Talandage, Kagal, Maharashtra 416203",Kagal 5 Star MIDC Industrial Area,16.6115607,74.3791754,ChIJyyriJRb9wDsRy72g8cnAtoI,https://www.google.com/maps/place/?q=place_id:ChIJyyriJRb9wDsRy72g8cnAtoI,part_133,2026-09-22 06:10:08
