business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
DJ KIRAN KOLHAPUR | MUSIC PRODUCTION STUDIO,Music and Dance Academy,DJ service,DJ service,416207,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Ispurli S.O, Chuye B.O, Dindnerli B.O",+91 95031 25037,https://www.instagram.com/djkirankolhapurofficial/,4.5,,"Pimpalgaon Budruk, Maharashtra 416216",416207,16.4496599,74.23298729999999,ChIJTaLJ5Mz3wDsRmZVeguTbTIc,https://www.google.com/maps/place/?q=place_id:ChIJTaLJ5Mz3wDsRmZVeguTbTIc,part_133,2026-09-22 06:12:49
