business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Krishna Parvati Saree Dalan | Wholesale Saree Dealer,Saree Showroom,Saree Shop,Saree Shop,416208,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Bidri S.O, Arjunwada B.O, Baradwadi B.O",+91 77690 07277,N/A,,,"Gargoti - Kolhapur Rd, near Europro School, Koor, Maharashtra 416209",416208,16.387728199999998,74.1470243,ChIJiY1gGtxfwDsRTm3pDUrsyMw,https://www.google.com/maps/place/?q=place_id:ChIJiY1gGtxfwDsRTm3pDUrsyMw,part_133,2026-09-22 06:13:06
