business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
| False Ceiling Contractors | CeilingDesigns | Best Price,False Ceiling Contractor,Gypsum Product Supplier,Gypsum Product Supplier,416229,Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,"Ambewadi S.O (Kolhapur), Bhuye B.O, Chikhali B.O",N/A,N/A,,,"Shahu mall, Prayag Chikali, Ambewadi, Maharashtra 416229",Prayag Chikali,16.715809699999998,74.20480429999999,ChIJ82_mG0SrwTsRubTd3zP9xhk,https://www.google.com/maps/place/?q=place_id:ChIJ82_mG0SrwTsRubTd3zP9xhk,part_133,2026-09-22 06:23:07
