business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
D N PATIL FARM | Resorts In Badlapur | Farmhouse | One Day Picnic | Home Stay | Best Hotels | Best Farm Stay | Nature Stay,Resort,Resort hotel,Resort hotel,421311,Maharashtra Circle,Navi Mumbai Region,Thane Division,"Saravali S.O, Kon B.O, Pimplas B.O",+91 77448 83599,http://www.dnpatilfarm.com/,4.1,,"Dahivali Villege, Kondeshwar Temple Rd, East, Badlapur, Maharashtra 410206",East,19.1328885,73.24175079999999,ChIJGW3942Ht5zsRh0Tz0R-oBk0,https://www.google.com/maps/place/?q=place_id:ChIJGW3942Ht5zsRh0Tz0R-oBk0,part_136,2026-09-22 06:14:24
