business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
The Healing Center ® - Homeopathy Clinic in Aurangabad | Thyroid Treatment | Skin Specialist,Homeopathic Clinic,Homeopath,"Homeopath, Homeopathic pharmacy, Skin care clinic",423208,Maharashtra Circle,Navi Mumbai Region,Malegaon Division,"Saundana S.O, Aghar KH B.O, Erandgaon B.O",+91 91680 67721,https://thehealingcenter.in/,4.9,324,"kasliwal prangan, Ulkanagari road ,oppo to garkheda krida sankul, dnyaneshwar nagar Kasliwal angan BD1/2, ground floor Oppo to, Chhatrapati Sambhajinagar, Maharashtra 431009","Shivaji Nagar, Ulkanagari",19.8592039,75.3427256,ChIJUfhpMryi2zsRD47RW1xf5ys,https://www.google.com/maps/place/?q=place_id:ChIJUfhpMryi2zsRD47RW1xf5ys,part_138,2026-09-22 06:12:03
