business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Lakshya Career Academy Best Academy in Nashik for MPSC, UPSC - MPSC Classes | PSI | STI | ASO | SR | Saralseva",Competitive Exam Coaching (UPSC/Banking),Coaching Center,"Coaching Center, Career guidance service, Charter school, Civil examinations academy, Education center, Educational institution, Police academy, Student career counseling office, Training center",423302,Maharashtra Circle,Navi Mumbai Region,Malegaon Division,"Taharabad S.O, Aliyabad B.O, Antapur B.O",+91 788 787 8001,https://lakshyacareeracademynashik.com/,4.9,197,"Shop No.208, Second Floor, Bhaskar Adroit, in front of Sindhu Sagar School, near lane no 4, New Pandit Colony, Nashik, Maharashtra 422002",New Pandit Colony,20.0027325,73.77733289999999,ChIJP-Bi-0bt3TsREQOEeEMX1vU,https://www.google.com/maps/place/?q=place_id:ChIJP-Bi-0bt3TsREQOEeEMX1vU,part_138,2026-09-22 06:14:53
