business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"NeuDermaa Skin Hair Laser Clinic | MBBS, DDV| Skin Specialist | PRP | Hair loss Treatment| Dhayari | Nanded city",Skin Clinic and Dermatologist,Skin care clinic,"Skin care clinic, Doctor, Dermatologist",423208,Maharashtra Circle,Navi Mumbai Region,Malegaon Division,"Saundana S.O, Aghar KH B.O, Erandgaon B.O",+91 80808 77777,https://neudermaa.com/,4.8,186,"Office no 101, Akshay Business Square, Dhayari Phata Rd, Garmal, Dhayari, Pune, Maharashtra 411041","Garmal, Dhayari",18.4582618,73.81182179999999,ChIJpVZwqHGVwjsRf_M0rx416nM,https://www.google.com/maps/place/?q=place_id:ChIJpVZwqHGVwjsRf_M0rx416nM,part_138,2026-09-22 06:12:06
