business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
RadiantEdge IT Services Pvt. Ltd. | Digital Marketing Agency | Branding | Legal Services,SEO Consultants,Computer support and services,Computer support and services,422213,Maharashtra Circle,Navi Mumbai Region,Nasik Division,"Trimbak Vidya Mandir S.O, Anjneri B.O, Khambala Anjeri B.O",+91 99237 90358,https://radiantedge.co.in/,4.8,,"2, 27, A-11, Madhushil Rd, near XLO Point, Datir Nagar, MIDC Ambad, Nashik, Maharashtra 422010","Datir Nagar, MIDC Ambad",19.9585771,73.73329369999999,ChIJ2R-9M5Pt3TsRpgXv9QXxPOc,https://www.google.com/maps/place/?q=place_id:ChIJ2R-9M5Pt3TsRpgXv9QXxPOc,part_137,2026-09-22 06:13:56
