business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Ambika Bike Alley,Bicycle Shop and Repair,Bicycle Shop,Bicycle Shop,422611,Maharashtra Circle,Pune Region,Shrirampur Division,"Talegaon Dighe S.O, Chincholi Gurav B.O, Kawathe Kamaleshwar B.O",+91 95024 89600,N/A,4.9,350,"Pillar no ; 98, Rd No. 2, beside Honda Showroom, P&T Colony, Medipally, Boduppal, Hyderabad, Telangana 500098","P&T Colony, Medipally, Boduppal",17.408743599999998,78.5987578,ChIJCbe-Rk6fyzsRos7Tvt7n1m8,https://www.google.com/maps/place/?q=place_id:ChIJCbe-Rk6fyzsRos7Tvt7n1m8,part_137,2026-09-22 06:28:54
