business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Kidney Dialysis Center in Malad(E) | The Renal Project,Dialysis Center,Dialysis center,Dialysis center,422215,Maharashtra Circle,Navi Mumbai Region,Nasik Division,"Vani S.O, Ahiwantwadi B.O, Bhatode B.O",+91 91678 60981,https://therenalproject.com/,5,7,"Mauli Multispeciality Hospital Ground & 1st Floor, Mauli Pride Bldg, Ambewadi, Kurar Village, Malad East, Mumbai, Maharashtra 400097","Malad, Kurar Village, Malad East",19.1865196,72.8591694,ChIJ5TVUOE235zsR589m5QNkkgY,https://www.google.com/maps/place/?q=place_id:ChIJ5TVUOE235zsR589m5QNkkgY,part_137,2026-09-22 06:14:41
